name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds
ACHICA,http://www.achica.com,E-Commerce|Gift Card|Home & Garden|Kids|Lifestyle|Retail|Travel,13274403.0,operating,GBR,H9,London,London,3
Achieve Financial Services,http://www.achievecard.com,Brand Marketing|Finance|P2P Money Transfer,12500000.0,operating,USA,TX,Austin,Austin,1
Achieve Lending,http://www.achievelending.com/,Finance Technology,50000.0,operating,USA,NY,New York City,New York,1
Achieve X,http://achievenext.com,Software,150000.0,operating,USA,PA,Philadelphia,Conshohocken,1
Achieve3000,http://www.achieve3000.com,Software,13600000.0,operating,USA,NJ,Newark,Lakewood,2
Achievers,http://www.achievers.com,Employer Benefits Programs|Incentives|Services|Software,52422326.0,acquired,USA,CA,SF Bay Area,San Francisco,5
Achievo(R) Corporation,http://www.achievo.org,Enterprise Software,24000000.0,operating,USA,CA,SF Bay Area,San Ramon,1
Achilles Group,http://www.achilles.co.uk,Enterprise Software,2500000.0,operating,GBR,K2,London,Abingdon,1
Achillion Pharmaceuticals,http://www.achillion.com,Biotechnology|Health Care,91100000.0,ipo,USA,CT,Hartford,New Haven,2
Achronix Semiconductor,http://www.achronix.com,Semiconductors,135776263.0,operating,USA,CA,SF Bay Area,Santa Clara,5
Achvr,http://www.achvrs.com,Curated Web|Games|Gamification|Media|Social Media,1250000.0,operating,USA,MA,Boston,Boston,1
Aciex Therapeutics,http://www.aciexrx.com,Biotechnology,9599860.0,acquired,USA,MA,Worcester,Westborough,3
Blackwave,http://www.blackwave.tv,Social Media|Storage|Video Streaming|Web Hosting,28000000.0,acquired,USA,MA,Boston,Acton,3
Zentri,http://www.zentri.com,Internet of Things|Security|Software|Wireless,3400000.0,operating,USA,CA,SF Bay Area,Los Gatos,2
Aclaris Therapeutics,http://www.aclaristx.com,Biotechnology,82000000.0,ipo,USA,PA,Philadelphia,Malvern,3
ACM Capital Partners,http://acmcapitalpartners.com,Consulting,8000000.0,operating,USA,FL,Miami,Miami,1
Acme Packet,http://www.acmepacket.com,Telecommunications|Web Hosting,38247779.0,acquired,USA,MA,Boston,Bedford,2
Acologix,http://www.acologix.com,Biotechnology,40000000.0,operating,USA,CA,SF Bay Area,Hayward,1
Acompli,https://www.acompli.com,Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,7300000.0,acquired,USA,CA,SF Bay Area,San Francisco,1
Aconite Technology,http://www.aconite.net,Software,592000.0,operating,GBR,H9,London,London,1
Acopio,http://acopio.org,Agriculture|Analytics|Coffee,20000.0,operating,USA,CA,SF Bay Area,Oakland,1
Acorda Therapeutics,http://www.acorda.com,Biotechnology|Health Care,76800000.0,ipo,USA,NY,New York City,Hawthorne,3
Acorn Applications,http://www.acornapplications.com/,Software,500000.0,operating,USA,NC,Raleigh,Raleigh,1
Acoustic Sensing Technology,http://www.acousticsensing.co.uk,Clean Technology,976865.0,operating,GBR,E9,Daresbury,Daresbury,1
Acoustic Technologies,http://www.acoustictech.com,Software,7974296.0,acquired,USA,TX,Austin,Austin,1
Acousticeye,http://www.acousticeye.com,Clean Technology,15000000.0,operating,USA,TX,Houston,Houston,4
Acqua Telecom Ltd,http://www.acquatelecom.com,Mobile|Networking,808211.0,operating,GBR,H9,London,London,1
Acquaintable,http://acquaintable.com,Curated Web,40000.0,acquired,USA,NY,New York City,New York,1
Acquia,http://acquia.com,Content|Enterprise Software|Social Media|Software|Web CMS,173500000.0,operating,USA,MA,Boston,Burlington,8
Acquire Real Estate,https://www.acquirerealestate.com/,Real Estate,6000000.0,operating,USA,NY,New York City,New York,1
Acquisio,http://www.acquisio.com,Advertising Platforms|Software,12100000.0,operating,CAN,QC,Brossard,Brossard,3
Acrinta,http://www.acrinta.com,Fitness|Health and Wellness,130000.0,operating,USA,PA,Pittsburgh,Pittsburgh,1
Acrisure,http://acrisure.com,Finance,20000000.0,operating,USA,MI,Grand Rapids,Grand Rapids,1
Acrobatiq,http://acrobatiq.com/,EdTech|Education,9750000.0,operating,USA,PA,Pittsburgh,Pittsburgh,1
ACS Athletics,http://www.acsathletics.com/,Sports,215000.0,operating,USA,TX,Austin,Austin,1
ACS Clothing,http://hirewear.co.uk,E-Commerce,26239014.3720485,operating,GBR,V2,Glasgow,Glasgow,2
ACS Global,http://www.americancryostem.com,Biotechnology,3162000.0,ipo,USA,NJ,Newark,Red Bank,2
ACT Biotech,http://www.actbiotech.com,Biotechnology|Health and Wellness|Medical|Pharmaceuticals,26980000.0,operating,USA,CA,SF Bay Area,San Francisco,6
ACT.md,http://act.md,Software,8400000.0,operating,USA,MA,Boston,Boston,1
Act-On Software,http://www.act-on.com,CRM|Marketing Automation|Software,72500000.0,operating,USA,OR,"Portland, Oregon",Beaverton,5
Acta technology,http://www.acta.com,Data Integration|Enterprises|Real Time,25000000.0,acquired,USA,CA,SF Bay Area,Mountain View,1
Actacell,http://www.actacell.com,Batteries|Clean Technology|Search,9800000.0,acquired,USA,TX,Austin,Austin,3
Actelis Networks,http://www.actelis.com,Internet|Software|Web Hosting,113616859.0,operating,USA,CA,SF Bay Area,Fremont,8
Actiance,http://www.actiance.com,Software,43600000.0,operating,USA,CA,SF Bay Area,Redwood City,3
Actifi,http://actifi.com,Consulting,137500.0,operating,USA,MN,Minneapolis,Plymouth,1
Actifio,http://www.actifio.com,Enterprise Software|Information Services|Information Technology,207500000.0,operating,USA,MA,Boston,Waltham,6
Actility,http://www.thingpark.com/en,Telecommunications,25000000.0,operating,FRA,A8,Paris,Paris,1
Actimagine,http://www.actimagine.com,Software,3759300.0,operating,FRA,A8,Paris,Paris,1
Actimis Pharmaceuticals,http://www.actimis.com,Biotechnology,15600000.0,acquired,USA,CA,San Diego,San Diego,2
Actinium Pharmaceuticals,http://www.actiniumpharmaceuticals.com,Biotechnology,7000720.0,ipo,USA,NY,New York City,New York,2
Actinobac Biomed,http://www.actinobac.com,Biotechnology,600000.0,operating,USA,NJ,Newark,North Brunswick,2
Action Online Publishing,http://www.figures.com,Collectibles|Entertainment|Games|Toys,100000.0,operating,USA,MO,St. Louis,St Louis,2
Action Products International,http://www.apii.com,Cloud Computing|Consulting|Search|Software,10150000.0,operating,USA,NY,New York City,New York,2
Action Engine,http://www.actionengine.com,Mobile,58200000.0,acquired,USA,WA,Seattle,Bellevue,5
ActionRun,http://actionrun.com,Software,1510005.0,operating,USA,CA,SF Bay Area,Mountain View,1
ActionSprout,http://actionsprout.com/,Facebook Applications|Finance|Social Fundraising,1700000.0,operating,USA,WA,Seattle,Bellingham,1
ActionTax.ca,http://actiontax.ca/,Finance|Venture Capital,250000.0,operating,CAN,AB,AB - Other,Fort Mcmurray,1
ActionX,http://actionx.com,Mobile,5000000.0,operating,USA,NY,New York City,New York,2
ACTIV Financial Systems,http://www.activfinancial.com,Software,25000000.0,operating,USA,IL,Chicago,Chicago,1
Activ Technologies,http://activ-tech.com,Software,1960315.0,operating,USA,GA,Atlanta,Roswell,2
activ8 Intelligence,http://www.a8i.co.uk,Software,2310008.0,operating,GBR,J9,GBR - Other,Farnsfield,2
Activaided Orthotics,http://activaided.com,Fitness|Medical|Training,25000.0,operating,USA,PA,Pittsburgh,Pittsburgh,4
Activate Healthcare,http://activatehealthcare.com,Health Care,950000.0,operating,USA,IN,Indianapolis,Indianapolis,3
Activation Life,http://activationlife.com,Biotechnology,40000.0,operating,USA,MN,Minneapolis,Bloomington,1
"Activation, Inc.",http://www.activationmobile.com,Consulting|Games|Motors,705000.0,operating,USA,NY,New York City,New York,4
Active Circle,http://www.active-circle.com,Software,13360000.0,closed,FRA,A8,FRA - Other,Jouy-en-josas,2
Active Endpoints,http://www.activeendpoints.com,Enterprise Software,22500000.0,operating,USA,MA,Boston,Waltham,5
Active Implants,http://www.activeimplants.com,Biotechnology,99717506.0,operating,USA,TN,Memphis,Memphis,11
Active International,http://activeinternational.com,Advertising,35000000.0,operating,USA,NY,New York City,Pearl River,1
Active Junky,http://www.activejunky.com,Comparison Shopping|Coupons|E-Commerce|Outdoors,1300000.0,acquired,USA,CO,Denver,Denver,1
Active Location Inc.,http://activelocation.com,Advertising|Mobile|Real Time,250000.0,operating,USA,NC,Raleigh,Raleigh,2
Active Mind Technology,http://www.gamegolf.com,Software,10823112.0,operating,USA,CA,SF Bay Area,San Francisco,3
Active Optical MEMS,http://activeoptical.net,Electronics|Manufacturing|Mechanical Solutions,2000000.0,closed,USA,CA,SF Bay Area,Fremont,1
Active Scaler,http://activescaler.com/,Software,28000.0,operating,USA,CA,SF Bay Area,Sunnyvale,1
Active-Semi,http://www.active-semi.com,Semiconductors,6000000.0,operating,USA,TX,Dallas,Allen,1
Active Storage,http://getactivestorage.com/index.php,Enterprise Software,16400000.0,closed,USA,CA,Los Angeles,Torrance,4
Active Tax & Accounting,http://www.activetaxllc.com/,Consulting,5000.0,operating,USA,OR,"Salem, Oregon",Mcminnville,1
Actived,http://www.activedinc.com/actived/,Education,741537.0,operating,USA,SC,Greenville - Spartanburg,Greenville,1
ActiveEon,http://www.activeeon.com/,Cloud Computing,1054991.0,operating,FRA,B8,Nice,Valbonne,1
ActiveGrid,http://www.activegrid.com/,Information Technology|SaaS|Visualization,3000000.0,closed,USA,CA,SF Bay Area,San Francisco,1
Activehours,https://www.activehours.com,Financial Services,4099999.0,operating,USA,CA,SF Bay Area,Palo Alto,1
Active Life Scientific,http://activelifescientific.com,Biotechnology,925000.0,operating,USA,CA,Santa Barbara,Santa Barbara,3
Actively Learn,http://www.activelylearn.com,Education,1029954.0,operating,USA,WA,Seattle,Seattle,1
ACTIVE Network,http://www.activenetwork.com,Software,214208700.0,acquired,USA,TX,Dallas,Dallas,10
ActiveO,http://www.activeospine.com,Health and Wellness,600000.0,operating,USA,NV,NV - Other,Incline Village,1
ActivePath,http://www.activepath.com,Finance,13250001.0,operating,USA,NY,New York City,New York,2
ActiveRain,http://activerain.com,Real Estate,2750000.0,operating,USA,WA,Seattle,Seattle,1
ActiveStrategy,http://www.activestrategy.com,Software|Web Development,2000000.0,operating,USA,PA,Philadelphia,Plymouth Meeting,1
ActiveTrak,http://gadgettrak.com,Mobile Security|Security|Software,680000.0,operating,USA,OR,"Portland, Oregon",Portland,2
ActivIdentity,http://www.actividentity.com,Enterprise Software,5422959.0,acquired,USA,CA,SF Bay Area,Fremont,1
Activiomics,http://www.activiomics.com,Biotechnology|Health Diagnostics,805000.0,acquired,GBR,H9,London,London,1
Activity Rocket,http://www.activityrocket.com,Advertising|B2B|Consumer Internet|Internet|Marketplaces,185000.0,operating,USA,MD,"Washington, D.C.",Bethesda,2
ActivityHero,http://www.activityhero.com/,Education,2200000.0,operating,USA,CA,SF Bay Area,Sunnyvale,2
ACTON,http://www.ACTONglobal.com,Consumer Electronics|Electric Vehicles|Skate Wear|Transportation|Wearables,5100000.0,operating,USA,CA,Los Angeles,Altadena,3
Acton Pharmaceuticals,http://actonpharmaceuticals.com,Biotechnology,36700005.0,acquired,USA,MA,Boston,Marlborough,4
Actual Experience,http://www.actual-experience.com,Analytics|Information Technology|Software|Supply Chain Management,6061005.0,operating,GBR,A4,Bath,Bath,1
ActualMeds,http://www.adheretx.com/,Health Care,550000.0,operating,USA,CT,Hartford,East Hartford,2
ActuatedMedical,http://actuatedmedical.com,Hardware + Software,150000.0,operating,USA,PA,PA - Other,Bellefonte,1
Actus Interactive Software,http://actus-software.com,Software,242500.0,operating,USA,CA,San Diego,Carlsbad,1
ACTV8me,http://actv8me.com,Telecommunications|Web Hosting,11879704.0,operating,USA,CA,Los Angeles,Beverly Hills,4
ActX,http://actx.com,Biotechnology,2670394.0,operating,USA,WA,Seattle,Seattle,2
Acucela,http://acucela.com,Biotechnology,439603.0,operating,USA,WA,Seattle,Seattle,1
AcuFocus,http://www.acufocus.com,Health Care,104000000.0,operating,USA,CA,Anaheim,Irvine,4
Acuitas Medical,http://www.acuitasmedical.com,Health Care,1067275.0,operating,GBR,C9,GBR - Other,Wales,2
Acuity Medical International,http://acuitymedicalinternational.com,Health Care,1500321.0,operating,USA,MN,Minneapolis,Minneapolis,1
Acuity Pharmaceuticals,http://www.acuitypharma.com/,Health Care|Pharmaceuticals|Technology,15000000.0,acquired,USA,PA,Philadelphia,Philadelphia,1
Acuity Systems,http://salesmadeeasy.com,Consulting|Recruiting|Training,130000.0,operating,USA,TX,Dallas,Dallas,1
AcuityAds,http://www.acuityads.com,Ad Targeting|Advertising,3000000.0,operating,USA,NY,New York City,New York,1
Acumatica,http://www.acumatica.com,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,23300000.0,operating,USA,WA,Seattle,Kirkland,4
Acumen Holdings,http://www.acumenholdings.com,E-Commerce,93000000.0,operating,USA,AR,Fayetteville,Fayetteville,3
Acumen Pharmaceuticals,http://www.acumenpharm.com,Biotechnology|Health Diagnostics,2200000.0,operating,USA,CA,SF Bay Area,Livermore,2
Acumentrics,http://www.acumentrics.com,Manufacturing,18100000.0,operating,USA,MA,Boston,Westwood,2
Acumera,http://www.acumera.net/,Services,25000.0,operating,USA,TX,Austin,Austin,1
Acunu,http://www.acunu.com,Analytics|Big Data|Databases|Software|Storage,10563501.0,operating,GBR,H9,London,London,3
Acupera,http://www.acupera.com,Health Care,10000000.0,operating,USA,CA,SF Bay Area,San Francisco,3
Acura Pharmaceuticals,http://www.acurapharm.com,Biotechnology,10300000.0,ipo,USA,IL,Chicago,Palatine,2
Acurian,https://www.acurian.com,Medical|Pharmaceuticals|Service Providers,27000000.0,operating,USA,PA,Philadelphia,Horsham,1
Acusphere,http://www.acusphere.com,Biotechnology|Pharmaceuticals,10000000.0,ipo,USA,MA,Boston,Lexington,2
Acustream,http://acustream.com,Health Care,2000000.0,operating,USA,CO,Denver,Lafayette,1
Acutus Medical,http://www.acutusmedical.com,Biotechnology,63176464.0,operating,USA,CA,San Diego,San Diego,5
ACV Auctions,https://www.acvauctions.com/,Automotive,1000000.0,operating,USA,NY,Buffalo,Buffalo,1
Acylin Therapeutics,http://www.acceleratorcorp.com/node/111,Biotechnology,6400000.0,operating,USA,WA,Seattle,Seattle,2
Ad Hoc Labs,http://burnerapp.com,Contact Management|iPhone|Mobile|Telephony,2000000.0,operating,USA,CA,Los Angeles,Los Angeles,2
Ad Infuse,http://www.adinfuse.com,Advertising|Mobile,17600000.0,acquired,USA,CA,SF Bay Area,San Francisco,3
Ad.IQ,http://www.adiqglobal.com,Analytics|Customer Service|Lead Management|Mobile,7706593.0,closed,GBR,H9,London,London,6
Ad Knights,http://www.adknights.com,Advertising|Social Media Advertising|Video,50000.0,closed,USA,TX,Houston,Houston,1
Adly,http://ad.ly,Social Media,7500000.0,operating,USA,CA,Los Angeles,Beverly Hills,3
Adisn,http://www.adisn.com,Advertising,1550000.0,acquired,USA,CA,Los Angeles,Woodland Hills,2
Ad Summos,http://www.adsummos.com,Advertising,4549999.0,closed,USA,NY,New York City,New York,2
Ad Tech Media Sales,http://www.adtechmediasales.com,Advertising|Email Marketing|Software,175000.0,operating,USA,TX,Dallas,Dallas,2
Ad Venture,http://ad-venture.tv/,Advertising|Television,99234.0,operating,GBR,H9,London,London,1
AdAdapted,http://adadapted.com,Advertising,1185000.0,operating,USA,MI,Detroit,Ann Arbor,3
AdAgility,http://www.AdAgility.com,Marketing Automation|Monetization|Software,1600000.0,operating,USA,MA,Boston,Waltham,1
Adagio Medical,http://adagiomedical.com,Health Care,6637111.0,operating,USA,CA,Los Angeles,Laguna Hills,2
Adallom,http://www.adallom.com,Cloud Computing|Enterprises|Security,49500000.0,acquired,USA,CA,SF Bay Area,Palo Alto,3
Adama Materials,http://www.adamamaterials.com,Nanotechnology,8206660.0,operating,USA,HI,Honolulu,Honolulu,6
Adamant Energy,http://adamantenergy.com/,Financial Services,250000.0,operating,USA,NC,Asheville,Asheville,1
Adamas Pharmaceuticals,http://www.adamaspharma.com,Health Care,82000000.0,ipo,USA,CA,SF Bay Area,Emeryville,4
Adamis Pharmaceuticals,http://www.adamispharmaceuticals.com,Biotechnology,16377078.0,ipo,USA,CA,San Diego,San Diego,5
Adams Arms,http://www.adamsarms.net,Manufacturing,2700000.0,operating,USA,FL,Tampa,Palm Harbor,1
"Adap.tv, now a part of ONE by AOL",http://www.onebyaol.com,Advertising|Auctions|Television|Video,48500000.0,acquired,USA,NY,New York City,New York,5
Adapt,http://www.adaptplc.com,Enterprise Software,46168126.0,operating,GBR,H9,London,London,1
Adaptly,http://adaptly.com,Advertising,13200000.0,operating,USA,NY,New York City,New York,4
Adapt Technologies,http://www.adapt.com,Advertising,10000000.0,acquired,USA,CA,Los Angeles,Pasadena,1
Adapta Medical,http://www.adapta-medical.com,Health Care,225000.0,operating,USA,CO,Colorado Springs,Colorado Springs,2
Adapteva,http://www.adapteva.com,Internet|Mobile|Semiconductors,5954000.0,operating,USA,MA,Boston,Lexington,3
Adaptimmune,http://adaptimmune.com,Biotechnology,107500000.0,ipo,GBR,Q5,Oxton,Oxton,2
Adaptis Solutions,http://www.adaptis-solutions.com,Software,777729.0,operating,GBR,H8,Liverpool,Liverpool,1
Adaptive Biotechnologies,http://adaptivebiotech.com,Bio-Pharm|Biotechnology|Health Care,401499480.0,operating,USA,WA,Seattle,Seattle,5
Adaptive Computing,http://www.adaptivecomputing.com,Cloud Management|Enterprise Software,22999999.0,operating,USA,UT,Salt Lake City,Provo,3
Adaptive Digital Power,http://adp-ic.com,Semiconductors,4000000.0,operating,USA,CA,SF Bay Area,San Jose,1
Adaptive Insights,http://www.adaptiveinsights.com/,Analytics|Business Analytics|Cloud Data Services|Software,176275000.0,operating,USA,CA,SF Bay Area,Palo Alto,7
"Adaptive Medias, Inc.",http://www.adaptivem.com,Advertising|Displays|Mobile|Video,12400000.0,ipo,USA,CA,Anaheim,Irvine,3
Adaptive Ozone Solutions,http://www.adaptiveozone.com,Clean Technology,3750000.0,closed,USA,KS,Kansas City,Lenexa,1
Adaptive Payments,http://adaptivepayments.com,E-Commerce,7875598.0,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2
Adaptive Planning,http://www.adaptiveplanning.com/,Business Intelligence|Cloud Computing|Financial Services,22500000.0,operating,USA,CA,SF Bay Area,Palo Alto,3
Adaptive Symbiotic Technologies,http://www.adaptivesymbiotictechnologies.com/,Biotechnology,1099000.0,operating,USA,WA,Seattle,Seattle,1
Adaptive TCR,http://www.adapt.com,Biotechnology|Health Diagnostics,10350000.0,closed,USA,WA,Seattle,Seattle,2
Adaptive Technologies,http://www.adaptivetechinc.com,Software,550000.0,operating,USA,KY,Louisville,Crestwood,1
AdaptiveBlue,http://tvtag.com/,Entertainment|Games|Reviews and Recommendations|Semantic Web,24020000.0,acquired,USA,NY,New York City,New York,4
